NAME,AGE,TEAM_RANK,POSITION,MATCHES_PLAYED,STARTS,MINUTES,GOALS,ASSISTS,PENALTIES,PENALTIES_MISSED,YELLOW_CARDS,RED_CARDS,xG,xA,OWN_GOALS,GOALS_CONCEDED,CLEAN_SHEETS,SAVES,POINTS,NEXT_SEASON_POINTS
theo walcott,30,12.0,"MF,FW",25,17,1287,2,3,0,0,1,0,3.1,3.7,0,19,4,0,63,76
kepa arrizabalaga,24,4.0,GK,33,33,2970,0,0,0,0,0,0,0.0,0.0,0,47,8,55,90,26
adam webster,24,15.0,DF,31,31,2668,3,1,0,0,4,0,1.3,1.3,1,44,5,0,88,85
jack wilshere,27,16.0,MF,8,2,215,0,0,0,0,0,0,0.0,0.0,0,5,0,0,8,0
aaron wan-bissaka,21,3.0,DF,35,34,3070,0,4,0,0,8,0,0.7,3.0,0,33,12,0,127,144
adama traore,23,7.0,"FW,DF",37,27,2605,4,9,0,0,1,0,3.8,6.6,0,33,7,0,130,94
tomas soucek,24,16.0,MF,13,12,1040,3,0,0,0,0,0,2.8,0.3,1,18,1,0,41,147
angelo ogbonna,31,16.0,DF,31,31,2786,2,0,0,0,4,0,1.8,0.1,1,44,7,0,81,100
martin dubravka,30,13.0,GK,38,38,3420,0,0,0,0,0,0,0.0,0.0,0,58,11,139,143,47
luke freeman,27,9.0,MF,11,3,366,0,0,0,0,2,0,0.1,0.2,0,5,1,0,13,0
robbie brady,27,10.0,MF,17,5,454,1,2,0,0,1,0,1.1,0.4,0,10,1,0,32,44
toby alderweireld,30,6.0,DF,33,33,2957,2,2,0,0,7,0,0.7,1.3,1,39,7,0,97,88
pierre-emerick aubameyang,30,8.0,FW,36,35,3136,22,3,2,0,3,1,14.7,3.3,0,44,10,0,205,131
moise kean,19,12.0,FW,29,6,852,2,2,0,0,1,0,4.0,2.0,0,15,1,0,53,2
charlie taylor,25,10.0,DF,24,22,1945,0,1,0,0,3,0,0.0,0.9,0,18,10,0,84,83
craig dawson,29,19.0,DF,29,26,2361,2,0,0,0,6,0,3.0,0.5,0,49,4,0,61,75
lewis dunk,27,15.0,DF,36,36,3230,3,3,0,0,9,0,4.5,1.5,0,50,9,0,128,130
dwight gayle,28,13.0,FW,20,10,850,4,2,0,0,2,0,4.3,0.8,0,15,4,0,58,31
claudio bravo,36,2.0,GK,4,3,347,0,0,0,0,0,0,0.0,0.0,0,7,1,8,11,0
darren randolph,32,16.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0,5,0,6,3,10
leandro trossard,24,15.0,"FW,MF",31,22,2011,5,3,0,0,0,0,5.0,3.9,0,34,4,0,104,132
jack robinson,25,9.0,DF,6,6,504,0,0,0,0,0,0,0.0,0.2,0,11,1,0,14,32
matthew longstaff,19,13.0,MF,9,6,575,2,0,0,0,1,0,0.3,0.4,0,11,1,0,27,10
jay rodriguez,30,10.0,FW,36,20,2016,8,1,1,0,1,0,8.8,0.6,0,34,7,0,100,54
marcos alonso,28,4.0,DF,18,15,1430,4,2,0,0,4,0,2.6,2.6,0,18,7,0,100,57
henri lansbury,28,17.0,MF,10,2,195,0,0,0,0,0,0,0.1,0.1,0,6,0,0,12,0
max kilman,22,7.0,DF,3,2,185,0,0,0,0,0,0,0.0,0.0,0,2,0,0,5,58
shane duffy,27,15.0,DF,19,12,1238,1,0,0,0,2,0,1.2,0.2,0,18,3,0,44,0
jarrod bowen,22,16.0,"FW,MF",13,11,917,1,4,0,0,0,0,2.3,2.7,0,13,1,0,44,141
ryan sessegnon,19,6.0,"DF,FW",6,4,342,0,0,0,0,0,0,0.1,0.1,0,5,0,0,9,0
oleksandr zinchenko,22,2.0,DF,19,13,1276,0,0,0,0,2,1,0.5,1.5,0,15,6,0,49,69
david luiz,32,8.0,DF,33,32,2809,2,1,0,0,5,2,1.6,0.9,0,42,8,0,94,41
manuel lanzini,26,16.0,"MF,FW",24,14,1379,0,2,0,0,1,0,2.2,2.2,0,30,2,0,50,28
hamza choudhury,21,5.0,MF,20,10,893,1,1,0,0,4,1,0.4,0.1,0,12,3,0,35,14
emiliano martinez,26,8.0,GK,9,8,771,0,0,0,0,2,0,0.0,0.0,0,9,3,34,33,186
conor hourihane,28,17.0,MF,27,18,1534,3,5,0,0,4,0,1.7,6.0,0,29,6,0,83,20
james milner,33,1.0,"MF,DF",22,9,937,2,2,2,0,4,0,2.2,0.7,0,9,4,0,49,44
marcos rojo,29,3.0,DF,3,1,122,0,0,0,0,1,0,0.2,0.0,0,2,0,0,3,0
ashley barnes,29,10.0,FW,19,17,1352,6,0,1,0,4,0,6.2,0.3,0,21,8,0,61,52
japhet tanganga,20,6.0,DF,6,6,525,0,0,0,0,1,0,0.1,0.1,0,7,2,0,17,14
lucas digne,26,12.0,DF,35,35,3030,0,7,0,0,6,0,1.5,6.3,1,49,9,0,120,120
billy sharp,33,9.0,FW,25,10,1051,3,2,0,0,1,1,3.8,2.3,0,10,4,0,57,39
andriy yarmolenko,29,16.0,"MF,FW",23,10,991,5,1,0,0,2,0,2.4,3.5,0,17,3,0,70,17
james tomkins,30,14.0,DF,18,18,1582,1,1,0,0,5,0,1.1,0.1,0,23,3,0,48,18
wes morgan,35,5.0,DF,11,4,436,0,0,0,0,0,0,0.5,0.0,0,6,1,0,19,3
yan valery,20,11.0,DF,11,10,779,0,0,0,0,1,0,0.3,1.0,0,20,1,0,18,3
stuart armstrong,27,11.0,MF,30,19,1715,5,3,0,0,4,0,2.8,2.0,0,25,7,0,98,115
ross barkley,25,4.0,MF,21,13,1103,1,4,0,0,0,0,2.7,2.3,0,14,5,0,61,76
luke shaw,24,3.0,DF,24,20,1733,0,0,0,0,7,0,0.7,1.4,0,15,8,0,67,124
luka milivojevic,28,14.0,MF,31,28,2513,3,1,2,0,12,0,2.7,2.1,0,38,7,0,81,63
nemanja matic,30,3.0,MF,21,18,1581,0,2,0,0,3,0,0.2,0.7,0,13,10,0,55,36
mohamed salah,27,1.0,FW,34,33,2876,19,10,3,0,1,0,19.0,7.8,0,26,16,0,233,231
kelechi iheanacho,22,5.0,FW,20,12,960,5,3,0,0,1,0,6.0,2.6,0,9,3,0,64,110
faustino anjorin,17,4.0,FW,1,0,20,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
angus gunn,23,11.0,GK,10,10,900,0,0,0,0,0,0,0.0,0.0,0,25,2,30,29,0
jack grealish,23,17.0,"FW,MF",36,36,3233,8,6,0,1,8,0,6.8,7.4,0,63,7,0,149,135
william smallbone,19,11.0,MF,9,4,393,0,2,0,0,0,0,0.3,0.2,0,4,3,0,24,5
christian atsu,27,13.0,"MF,FW",19,6,749,0,3,0,0,2,0,0.2,1.3,0,15,3,0,37,0
takumi minamino,24,1.0,"FW,MF",10,2,249,0,0,0,0,0,0,0.8,0.0,0,2,0,0,11,48
callum robinson,24,9.0,"FW,MF",16,9,676,1,1,0,0,1,0,1.6,0.4,0,6,2,0,33,79
gary cahill,33,14.0,DF,25,25,2167,0,1,0,0,1,0,1.6,0.2,0,35,7,0,70,53
lys mousset,23,9.0,FW,30,11,1240,6,4,0,0,1,0,5.5,3.2,0,15,3,0,84,13
oliver mcburnie,23,9.0,FW,36,24,2113,6,0,0,0,4,0,7.7,1.1,0,25,9,0,86,44
andreas pereira,23,3.0,"MF,FW",25,18,1484,1,3,0,0,3,0,2.3,4.0,0,16,6,0,60,0
andros townsend,28,14.0,"FW,MF",24,14,1294,1,1,0,0,0,0,0.4,1.9,0,23,3,0,48,94
danny rose,29,9.5,DF,23,20,1756,0,0,0,0,7,0,0.1,0.8,0,56,10,0,94,0
ciaran clark,29,13.0,DF,14,14,1186,2,0,0,0,3,0,1.3,0.0,0,14,4,0,49,46
jordan ayew,27,14.0,FW,37,37,3148,9,2,0,0,6,0,7.5,2.5,0,45,12,0,132,70
james ward-prowse,24,11.0,"MF,DF",38,38,3420,5,3,1,2,9,0,7.3,6.8,0,60,9,0,117,156
max thompson,17,10.0,FW,1,0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
sander berge,21,9.0,MF,14,12,943,1,1,0,0,0,0,0.6,0.6,0,11,4,0,40,31
chris basham,31,9.0,DF,38,38,3242,0,1,0,0,4,0,0.3,1.3,0,37,13,0,123,51
keinan davis,21,17.0,FW,18,4,548,0,0,0,0,0,0,2.7,0.2,0,7,1,0,25,23
joao pedro,17,19.0,"FW,MF",6,0,50,0,0,0,0,0,0,0.0,0.0,0,12,5,0,48,138
phil jones,27,3.0,DF,2,2,135,0,0,0,0,0,0,0.1,0.0,0,3,0,0,2,0
pablo mari,25,8.0,DF,2,2,113,0,0,0,0,0,0,0.0,0.0,0,0,1,0,8,34
caglar soyuncu,23,5.0,DF,34,34,3036,1,1,0,0,4,1,2.1,0.8,0,35,12,0,120,59
josh brownhill,23,10.0,MF,10,9,805,0,0,0,0,2,0,0.5,0.1,0,10,4,0,21,74
patrick cutrone,21,7.0,FW,12,3,297,2,0,0,0,0,0,2.2,0.3,0,6,1,0,23,2
john egan,26,9.0,DF,36,36,3187,2,0,0,0,5,1,2.7,0.4,0,33,13,0,133,57
pascal groß,28,15.0,"MF,FW",29,22,1796,2,4,0,0,4,0,1.6,5.3,1,32,3,0,76,116
allan saint-maximin,22,13.0,"MF,FW",26,23,1863,3,4,0,0,0,0,3.3,3.3,0,22,8,0,92,85
cheikhou kouyate,29,14.0,"MF,DF",35,29,2528,1,1,0,0,4,0,2.7,0.9,0,36,10,0,85,82
harvey elliott,16,1.0,DF,2,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0
matteo guendouzi,20,8.0,MF,24,19,1748,0,1,0,0,6,0,0.8,1.1,0,31,3,0,48,0
ben johnson,19,16.0,DF,3,3,270,0,0,0,0,0,0,0.0,0.1,0,3,0,0,6,25
scott dann,32,14.0,DF,16,14,1266,0,1,0,0,0,0,0.8,0.4,0,14,5,0,51,39
matt doherty,27,7.0,"MF,DF",36,32,2839,4,3,0,0,1,0,6.9,2.2,0,31,12,0,167,47
fabian delph,29,12.0,MF,16,13,1190,0,0,0,0,5,1,0.1,0.4,0,24,2,0,24,8
matt targett,23,17.0,"DF,MF",28,27,2291,1,2,0,0,4,0,0.4,2.6,0,40,5,0,80,138
morgan gibbs-white,19,7.0,"MF,FW",7,1,129,0,0,0,0,0,0,0.1,0.1,0,2,0,0,11,22
john lundstram,25,9.0,MF,34,26,2458,5,3,0,0,5,0,5.3,3.4,0,29,10,0,144,48
florian lejeune,28,13.0,DF,6,4,442,2,0,0,0,0,0,1.2,0.0,0,10,1,0,24,0
chris wood,27,10.0,FW,32,29,2437,14,1,1,0,1,0,15.7,1.8,1,33,11,0,136,138
alex oxlade-chamberlain,25,1.0,"MF,FW",30,17,1485,4,1,0,0,1,0,2.8,1.1,1,12,8,0,76,21
raul jimenez,28,7.0,FW,38,37,3236,17,6,4,0,3,0,16.6,7.0,0,36,15,0,194,43
virgil van dijk,28,1.0,DF,38,38,3420,5,1,0,0,1,0,2.9,1.3,0,33,15,0,178,15
oliver norwood,28,9.0,MF,38,37,3090,1,1,1,0,8,0,1.5,4.3,0,36,13,0,98,54
john mcginn,24,17.0,MF,28,27,2312,3,3,0,0,3,0,3.9,2.5,0,41,6,0,84,114
sead kolasinac,26,8.0,DF,26,19,1701,0,2,0,0,4,0,0.4,1.3,0,26,4,0,55,2
anthony martial,23,3.0,FW,32,31,2624,17,6,0,1,1,0,12.1,4.4,0,27,14,0,200,75
ben davies,28,4.0,DF,174,168,15228,6,6,0,0,36,0,13.8,3.0,0,90,36,0,315,99
jesse lingard,28,6.0,"FW,MF",16,2,367,2,0,0,0,1,0,0.6,0.3,0,13,0,0,29,33
jack grealish,25,1.0,FW,52,44,3828,6,6,0,0,6,0,10.6,12.0,0,16,30,0,172,121
ellis simms,20,16.0,FW,2,2,122,0,0,0,0,0,0,0.0,0.0,0,0,2,0,4,17
mohammed salisu,22,15.0,DF,102,99,8916,0,0,0,0,30,3,6.0,2.4000000000000004,3,174,18,0,174,148
alex mccarthy,31,15.0,GK,17,17,1530,0,0,0,0,1,0,0.0,0.0,0,27,5,44,55,8
evan ferguson,16,9.0,MF,3,0,69,0,0,0,0,0,0,0.0,0.0,0,3,0,0,3,152
alexis mac allister,22,9.0,"MF,FW",66,44,4246,10,4,4,2,8,0,12.6,3.8,0,58,12,0,186,140
alisson,28,2.0,GK,108,108,9720,0,3,0,0,0,0,0.0,0.60000000000000009,3,72,60,225,528,162
nick pope,29,18.0,GK,36,36,3240,0,0,0,0,1,0,0.0,0.1,0,47,9,120,130,157
dimitris giannoulis,25,20.0,DF,18,14,1169,0,1,0,0,2,0,0.1,0.6,0,27,4,0,39,0
oleksandr zinchenko,24,1.0,DF,30,20,2094,0,8,0,0,0,0,1.0,5.4,0,18,10,0,118,148
tom davies,23,16.0,MF,18,6,702,3,0,0,0,3,0,2.4000000000000004,0.0,0,27,0,0,36,99
nathan ferguson,20,12.0,DF,3,0,27,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,152
christos tzolis,19,20.0,"FW,MF",14,3,336,0,0,0,0,0,0,0.4,0.7,0,9,0,0,16,0
michael olise,19,12.0,"FW,MF",52,24,2282,4,10,0,0,8,0,3.4,7.8,0,28,8,0,146,132
christian pulisic,22,3.0,"MF,FW",44,26,2580,12,4,0,0,4,0,9.8,2.6,0,20,12,0,154,39
diego llorente,27,17.0,DF,28,28,2340,3,0,0,0,7,0,1.0,0.1,0,44,5,0,77,16
richarlison,24,16.0,FW,90,84,7569,30,15,9,0,27,0,27.599999999999998,10.8,0,138,21,0,375,152
che adams,25,15.0,FW,60,46,4078,14,6,0,0,0,0,14.2,6.0,0,80,10,0,206,94
riyad mahrez,30,1.0,FW,28,15,1498,11,5,4,1,0,0,10.1,4.2,0,14,7,0,135,126
harry kane,28,4.0,FW,37,36,3232,17,9,4,0,5,0,18.6,9.1,0,40,14,0,192,263
fred,28,6.0,MF,336,288,24336,48,48,0,0,60,0,15.600000000000003,26.399999999999995,2,150,24,20,300,62
ilkay gundogan,30,1.0,MF,27,20,1857,8,4,0,0,1,0,9.0,4.9,0,10,14,0,124,132
robin koch,25,17.0,"MF,DF",20,17,1574,0,0,0,0,3,0,0.8,0.4,0,40,1,0,23,55
marc guehi,21,12.0,DF,36,36,3222,2,1,0,0,4,0,2.5,1.3,0,43,11,0,123,95
tariq lamptey,20,9.0,"DF,FW",30,16,1561,0,2,0,0,4,0,0.8,2.6,0,21,6,0,74,23
liam delap,18,1.0,FW,1,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0
liam cooper,29,17.0,DF,21,21,1814,0,1,0,0,5,0,0.4,0.1,0,26,5,0,60,31
ryan fredericks,28,7.0,DF,14,6,614,0,0,0,0,2,0,0.0,0.2,0,12,0,0,14,62
gabriel jesus,24,1.0,FW,56,42,3754,16,16,2,0,2,0,19.6,11.4,,,,,,146
emmanuel dennis,23,19.0,"FW,MF",66,60,5162,20,12,0,0,18,2,14.6,8.2,0,120,6,0,268,39
marvelous nakamba,27,14.0,MF,16,10,904,0,0,0,0,5,0,0.0,0.0,0,20,2,0,22,0
emile smith rowe,21,5.0,"MF,FW",165,105,9605,50,10,0,0,5,0,30.0,10.0,0,140,40,0,625,74
diogo dalot,22,6.0,DF,24,19,1801,0,0,0,0,4,0,0.6,1.2,0,29,5,0,54,102
morgan gibbs-white,21,10.0,"DF,FW",8,0,36,0,0,0,0,4,0,0.4,0.0,0,0,0,0,4,156
pascal struijk,21,17.0,"DF,MF",29,22,2055,1,0,0,0,6,1,1.4,0.4,0,53,1,0,35,66
youri tielemans,24,8.0,MF,32,29,2631,6,4,2,0,3,0,4.4,4.2,0,42,6,0,120,86
mads bidstrup,20,13.0,MF,4,0,41,0,0,0,0,0,0,0.0,0.0,0,0,0,0,4,0
alphonse areola,28,7.0,GK,1,1,90,0,0,0,0,0,0,0.0,0.0,0,1,0,2,2,7
mohamed salah,29,2.0,FW,70,60,5524,46,26,10,2,2,0,45.4,20.0,0,44,34,0,530,239
morgan sanson,26,14.0,MF,40,12,1424,0,0,0,0,0,0,0.0,0.0,0,32,0,0,52,152
antonio rudiger,28,3.0,DF,34,34,3035,3,0,0,0,9,0,2.3,0.7,0,27,15,0,150,84
joel ward,31,12.0,DF,56,54,4974,0,0,0,0,16,0,0.6,1.0,0,74,18,0,146,91
mason greenwood,19,6.0,"FW,MF",72,64,5084,20,4,0,0,4,0,17.2,7.2,0,72,12,0,284,152
sam greenwood,19,17.0,"MF,FW",28,4,948,0,8,0,0,0,0,1.2,0.8,0,20,0,0,60,148
james milner,35,2.0,"MF,DF",72,27,2559,0,3,0,0,6,0,1.2000000000000002,6.6000000000000005,0,18,12,0,114,45
daniel james,23,11.5,FW,68,62,4984,8,8,0,0,14,2,12.599999999999998,6.3999999999999995,0,204,20,0,364,45
james maddison,24,8.0,"MF,FW",140,112,9836,48,32,0,0,12,0,30.0,20.4,0,164,20,0,724,152
james tomkins,32,12.0,DF,24,18,1641,3,0,0,0,6,0,1.5,0.60000000000000009,0,33,0,0,51,45
joel matip,29,2.0,DF,31,31,2790,3,3,0,0,2,0,3.4,1.3,0,21,17,0,170,36
danny ward,28,8.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0,2,0,8,6,91
thomas partey,28,5.0,MF,48,46,4056,4,2,0,0,12,0,5.6,2.0,0,50,20,0,142,86
james tarkowski,28,18.0,DF,105,105,9318,3,6,0,0,33,0,7.5,1.5,3,153,21,0,249,106
edouard mendy,29,3.0,GK,102,102,9180,0,0,0,0,9,0,0.0,0.0,0,93,42,219,390,82
james ward-prowse,26,15.0,MF,180,180,16075,50,25,20,0,15,5,27.0,32.5,0,325,35,0,795,142
harvey barnes,23,8.0,"FW,MF",32,24,2101,6,10,0,0,2,0,5.6,4.6,0,30,8,0,137,138
nampalys mendy,29,8.0,MF,28,24,2064,0,0,0,0,6,0,0.0,0.0,0,30,4,0,48,30
michail antonio,31,7.0,FW,36,34,2971,10,8,0,1,8,1,10.8,6.0,0,43,7,0,140,84
james justin,23,8.0,DF,39,33,2994,0,0,0,0,0,0,0.89999999999999991,3.0,0,39,6,0,87,45
ashley barnes,31,18.0,FW,23,8,808,1,0,1,0,4,0,2.1,0.9,0,19,1,0,32,138
reece james,21,3.0,DF,52,44,3728,10,18,0,0,8,2,6.2,11.8,2,44,14,0,282,45
sonny perkins,17,7.0,MF,2,0,8,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,152
arthur masuaku,27,7.0,"DF,FW",26,12,1300,2,2,0,0,2,0,0.2,1.6,0,24,2,0,58,0
james mcarthur,33,12.0,MF,84,60,5756,0,12,0,0,16,0,1.2,5.6,0,60,20,0,216,45
james mcatee,18,1.0,"MF,FW",6,0,60,0,0,0,0,0,0,0.30000000000000004,0.0,0,0,0,0,6,45
benjamin mendy,27,1.0,DF,2,2,156,0,0,0,0,0,0,0.0,0.2,0,2,0,0,6,30
adam webster,26,9.0,DF,22,16,1434,2,0,0,0,5,0,0.9,0.0,0,20,4,0,59,75
ciaran clark,31,11.0,DF,26,24,2028,0,2,0,0,4,2,2.2,0.6,0,54,0,0,28,1
leon bailey,23,14.0,"FW,MF",18,7,761,1,2,0,0,3,0,1.5,0.8,0,13,2,0,37,100
tyrone mings,28,14.0,DF,72,70,6378,2,6,0,0,22,0,3.2,3.2,0,98,22,0,236,130
shane duffy,29,9.0,DF,18,15,1436,1,0,0,0,7,0,1.0,0.2,0,19,4,0,48,4
kortney hause,26,14.0,DF,7,4,397,1,0,0,0,0,0,0.1,0.0,0,9,1,0,20,0
aymeric laporte,27,1.0,DF,33,33,2828,4,0,0,0,5,1,4.9,0.6,0,24,18,0,160,40
jack harrison,24,17.0,"FW,MF",105,96,7917,24,3,0,0,9,0,13.200000000000001,9.6000000000000014,0,204,9,0,351,152
danny ings,29,14.0,FW,30,22,1898,7,6,1,0,4,0,7.1,1.6,0,26,10,0,106,97
harrison ashby,19,7.0,DF,4,0,28,0,0,0,0,0,0,0.0,0.0,0,4,0,0,4,152
valentino livramento,18,15.0,DF,56,50,4404,2,2,0,0,4,0,2.8,5.4,0,84,14,0,160,2
mateusz klich,31,17.0,MF,33,26,2073,1,2,0,0,5,0,2.8,2.2,0,52,1,0,61,12
alex oxlade-chamberlain,27,2.0,"MF,FW",17,9,785,2,1,0,0,0,0,1.3,1.1,0,7,3,0,42,20
patrick bamford,27,17.0,FW,9,7,559,2,2,0,0,2,0,3.0,1.1,0,14,0,0,28,70
john ruddy,34,10.0,GK,2,1,135,0,0,0,0,0,0,0.0,0.0,0,3,0,4,3,0
hwang hee-chan,25,10.0,"FW,MF",30,20,1816,5,1,0,0,2,0,4.4,1.3,,,,,,60
john stones,27,1.0,DF,28,24,2238,2,0,0,0,0,0,1.8,0.4,0,12,18,0,140,93
calum chambers,26,9.5,DF,26,22,2002,2,0,0,0,2,0,0.60000000000000009,0.4,0,64,16,0,168,13
lewis brunt,20,8.0,MF,3,0,72,0,0,0,0,0,0,0.0,0.0,0,3,0,0,3,29
sergio reguilon,24,4.0,"DF,MF",25,22,1916,2,3,0,0,4,0,3.0,3.3,0,25,9,0,104,0
ben johnson,21,7.0,DF,80,64,5588,4,0,0,0,4,0,0.8,2.4,0,72,12,0,192,152
raphael varane,28,6.0,DF,22,20,1831,1,1,0,0,0,0,0.7,0.2,0,22,5,0,75,77
john mcginn,26,14.0,MF,70,70,6180,6,8,0,0,16,0,3.0,10.6,0,96,20,0,220,90
cheikhou kouyate,31,12.0,MF,27,23,1974,0,1,0,0,3,0,0.5,0.8,0,28,8,0,77,35
andrew robertson,27,2.0,DF,145,145,12685,15,50,0,0,25,5,7.0,28.0,0,100,85,0,930,152
mason holgate,24,16.0,DF,50,46,4268,4,2,0,0,14,2,2.6,0.2,2,84,10,0,124,152
takehiro tomiyasu,22,5.0,DF,42,40,3358,0,2,0,0,4,0,1.2,2.0,0,40,18,0,150,92
nathaniel clyne,30,12.0,DF,16,15,1351,0,1,0,0,1,0,0.1,0.4,0,12,6,0,59,44
virgil van dijk,30,2.0,DF,34,34,3060,3,1,0,0,3,0,2.0,1.5,0,21,21,0,183,127
jacob murphy,26,11.0,"FW,DF",33,13,1473,1,2,0,0,4,0,2.2,2.6,0,35,2,0,62,78
ben mee,31,18.0,DF,21,21,1839,3,0,0,0,3,0,2.3,1.0,1,25,6,0,74,143
tyler roberts,22,17.0,"MF,FW",46,14,1974,2,2,0,0,10,0,4.8,2.0,0,52,2,0,68,0
anthony gordon,20,16.0,"MF,FW",105,75,6855,12,6,0,0,12,0,10.5,11.399999999999999,0,120,21,0,300,68
connor roberts,25,18.0,DF,42,38,3384,2,2,0,0,4,0,0.8,2.4,0,46,12,0,138,0
ivan toney,25,13.0,FW,33,32,2909,12,5,5,0,8,0,11.4,5.8,0,47,8,0,139,182
kaide gordon,16,2.0,FW,2,0,18,0,0,0,0,0,0,0.8,0.0,0,0,0,0,2,68
rodri,25,1.0,MF,528,528,46144,112,32,0,0,80,0,36.8,22.399999999999995,2,302,112,0,1142,127
zack steffen,26,1.0,GK,1,1,90,0,0,0,0,0,0,0.0,0.0,0,0,1,2,7,0
robert sanchez,23,9.0,GK,111,111,9987,0,0,0,0,9,3,0.0,1.2000000000000002,0,126,33,303,378,148
nathan tella,22,15.0,"MF,FW",14,10,804,0,1,0,0,2,0,0.6,0.6,0,18,1,0,29,0
anthony martial,25,6.0,FW,16,4,424,2,0,0,0,0,0,1.4,0.0,0,6,0,0,28,66
caglar soyuncu,25,8.0,DF,28,28,2497,1,0,0,0,5,0,1.0,0.1,0,44,5,0,66,16
phil jones,29,6.0,DF,8,4,326,0,0,0,0,0,0,0.0,0.0,0,6,0,0,8,52
anwar el ghazi,26,15.0,"FW,MF",11,4,399,1,1,1,0,2,0,1.1,0.4,0,16,2,0,44,0
ben white,23,5.0,DF,64,64,5760,0,0,0,0,6,0,2.0,2.6,2,70,26,0,214,156
rodrigo bentancur,24,4.0,MF,51,48,4083,0,12,0,0,15,0,2.4000000000000004,7.8000000000000007,0,36,27,0,156,127
rodrigo,30,17.0,"MF,FW",186,162,13590,36,6,6,0,54,0,25.2,18.6,0,142,62,0,528,127
curtis jones,20,2.0,MF,30,20,1702,2,2,0,0,0,0,1.8,1.2,0,18,8,0,80,52
davinson sanchez,25,4.0,DF,92,68,6524,8,0,0,0,16,0,8.4,1.2,0,64,40,0,372,152
lyanco,24,15.0,DF,15,9,911,0,0,0,0,2,0,0.3,0.1,0,20,1,0,19,29
callum hudson-odoi,20,3.0,"MF,FW",30,22,1924,2,4,0,0,2,0,5.0,4.2,0,16,12,0,98,152
lewis dobbin,18,16.0,"FW,MF",6,0,64,0,0,0,0,2,0,0.0,0.0,0,2,0,0,4,29
demarai gray,25,16.0,"MF,FW",102,84,7014,15,12,0,0,9,0,12.0,10.8,0,117,18,0,318,91
reiss nelson,21,5.0,FW,2,0,40,0,0,0,0,0,0,0.2,0.0,0,2,0,0,2,152
wilfred ndidi,24,8.0,"MF,DF",38,36,3236,0,0,0,0,8,0,1.4,0.0,0,52,10,0,82,62
jason steele,30,9.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0,4,0,6,4,152
pontus jansson,30,13.0,DF,74,74,6642,6,2,0,0,14,0,6.0,0.6,0,112,16,0,244,152
craig dawson,31,7.0,DF,102,90,8262,6,6,0,0,15,3,9.0,3.0,0,129,18,0,270,152
edinson cavani,34,6.0,FW,15,7,766,2,1,0,0,0,0,3.4,1.2,0,10,1,0,34,152
kristoffer klaesson,20,17.0,GK,2,0,72,0,0,0,0,0,0,0.0,0.0,0,0,0,8,4,152
tyrick mitchell,21,12.0,DF,36,35,3101,0,2,0,0,1,0,0.2,1.7,0,43,10,0,109,93
johann berg guðmundsson,30,18.0,MF,18,13,1102,0,1,0,0,2,0,1.6,0.5,,,,,,152
lewis dunk,29,9.0,DF,87,87,7719,3,0,0,0,9,3,3.9000000000000004,1.2000000000000002,0,99,30,0,276,112
lewis bate,18,17.0,MF,9,3,438,0,0,0,0,0,0,0.0,0.0,0,12,0,0,9,29
son heung-min,29,4.0,"MF,FW",35,35,3006,23,7,0,0,2,0,15.9,7.5,,,,,,152
bryan mbeumo,21,13.0,FW,105,102,8715,12,21,3,0,12,0,27.900000000000002,11.100000000000001,0,141,27,0,357,150
nathan ake,26,1.0,DF,14,10,923,2,0,0,0,0,0,0.7,0.6,0,3,5,0,54,92
emerson,22,4.0,"DF,MF",186,156,13716,6,6,0,0,30,0,9.0,13.2,0,78,30,0,309,152
trevoh chalobah,22,3.0,DF,40,34,2898,6,2,0,0,4,0,2.2,0.6,0,18,18,0,198,49
hamza choudhury,23,8.0,"DF,MF",6,4,285,0,0,0,0,1,0,0.0,0.0,0,4,1,0,8,0
dominic thompson,21,13.0,DF,4,4,292,0,0,0,0,0,0,0.2,0.0,0,6,0,0,6,152
patson daka,22,8.0,FW,46,26,2318,10,6,0,0,4,0,8.4,4.0,0,40,6,0,140,152
callum wilson,29,11.0,FW,54,48,4158,24,0,6,0,12,0,18.6,1.5,0,96,9,0,225,157
mason mount,22,3.0,MF,64,54,4726,22,20,2,0,8,0,16.0,13.4,0,50,22,0,338,152
nelson semedo,27,10.0,"MF,DF",75,75,6393,0,3,0,0,3,0,4.8000000000000007,3.9000000000000004,,,,,,152
jamal lewis,23,11.0,DF,10,8,524,0,0,0,0,2,0,0.0,0.0,0,8,2,0,20,29
ben gibson,28,20.0,DF,28,28,2494,0,0,0,0,5,1,1.4,0.2,0,57,6,0,53,152
emerson palmieri,26,3.0,DF,2,0,10,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,152
matty cash,23,14.0,DF,38,38,3377,4,3,0,0,8,0,2.7,2.8,,,,,,57
